student_id,name,accuracy,avg_completion_time,score_history,error_types,learning_pace,attendance_rate,homework_completion_rate,Recommended_Level
S0508,Student_0508,0.89,13.2,"[63, 83, 80, 92, 66]","{'reading': 0, 'vocab': 0, 'logic': 2}",8.9,0.9,0.65,Medium (Standard)
S0509,Student_0509,0.96,8.6,"[74, 90, 75, 69, 88]","{'reading': 2, 'vocab': 2, 'logic': 4}",11.6,0.61,0.65,Medium (Standard)
S0510,Student_0510,0.83,9.1,"[76, 81, 83, 76, 80]","{'reading': 2, 'vocab': 1, 'logic': 2}",13.9,0.86,0.66,Medium (Standard)
S0511,Student_0511,0.76,15.6,"[66, 98, 64, 80, 77]","{'reading': 2, 'vocab': 3, 'logic': 4}",6.1,0.81,0.58,Medium (Standard)
S0512,Student_0512,0.65,22.0,"[72, 71, 80, 96, 65]","{'reading': 1, 'vocab': 1, 'logic': 0}",14.3,0.64,0.89,Medium (Standard)
S0513,Student_0513,0.95,11.0,"[86, 63, 80, 90, 80]","{'reading': 0, 'vocab': 4, 'logic': 2}",19.7,0.67,0.56,Medium (Standard)
S0514,Student_0514,0.91,13.5,"[96, 87, 73, 63, 79]","{'reading': 1, 'vocab': 3, 'logic': 0}",7.9,0.83,0.82,Hard (Challenge)
S0515,Student_0515,0.43,21.6,"[83, 79, 64, 97, 89]","{'reading': 2, 'vocab': 3, 'logic': 3}",16.9,0.72,0.56,Easy (Review)
S0516,Student_0516,0.42,21.4,"[74, 82, 71, 88, 74]","{'reading': 4, 'vocab': 4, 'logic': 2}",18.6,0.98,0.54,Medium (Standard)
S0517,Student_0517,0.62,19.4,"[80, 74, 73, 75, 74]","{'reading': 1, 'vocab': 3, 'logic': 2}",19.2,0.93,0.95,Medium (Standard)
S0518,Student_0518,0.88,11.8,"[82, 88, 68, 66, 63]","{'reading': 4, 'vocab': 4, 'logic': 2}",19.4,0.99,0.6,Medium (Standard)
S0519,Student_0519,0.98,10.9,"[87, 75, 89, 63, 61]","{'reading': 2, 'vocab': 1, 'logic': 4}",12.8,0.7,0.91,Hard (Challenge)
S0520,Student_0520,0.49,20.8,"[65, 77, 64, 68, 79]","{'reading': 3, 'vocab': 1, 'logic': 1}",19.7,0.99,0.77,Medium (Standard)
S0521,Student_0521,0.75,13.7,"[78, 62, 68, 95, 90]","{'reading': 0, 'vocab': 0, 'logic': 1}",16.4,0.77,0.54,Medium (Standard)
S0522,Student_0522,0.62,19.6,"[64, 74, 62, 78, 87]","{'reading': 2, 'vocab': 3, 'logic': 4}",7.4,0.74,0.98,Medium (Standard)
S0523,Student_0523,0.97,10.3,"[70, 96, 60, 68, 76]","{'reading': 0, 'vocab': 2, 'logic': 1}",12.2,0.62,0.62,Medium (Standard)
S0524,Student_0524,0.9,10.5,"[90, 85, 82, 89, 69]","{'reading': 3, 'vocab': 0, 'logic': 2}",15.8,0.62,0.93,Medium (Standard)
S0525,Student_0525,0.89,13.3,"[69, 79, 82, 60, 61]","{'reading': 1, 'vocab': 2, 'logic': 3}",8.7,0.88,0.58,Medium (Standard)
S0526,Student_0526,0.68,14.6,"[85, 86, 88, 74, 60]","{'reading': 3, 'vocab': 2, 'logic': 3}",14.6,0.78,0.93,Medium (Standard)
S0527,Student_0527,0.64,17.3,"[62, 77, 93, 91, 88]","{'reading': 0, 'vocab': 3, 'logic': 1}",15.0,0.69,0.51,Medium (Standard)
S0528,Student_0528,0.56,18.8,"[98, 67, 78, 81, 88]","{'reading': 0, 'vocab': 4, 'logic': 2}",7.4,0.85,0.76,Medium (Standard)
S0529,Student_0529,0.43,23.6,"[62, 78, 69, 86, 74]","{'reading': 2, 'vocab': 1, 'logic': 2}",13.5,0.7,0.88,Medium (Standard)
S0530,Student_0530,0.91,12.7,"[83, 72, 91, 96, 63]","{'reading': 4, 'vocab': 0, 'logic': 0}",16.6,0.83,0.97,Hard (Challenge)
S0531,Student_0531,0.88,12.3,"[93, 96, 66, 60, 71]","{'reading': 4, 'vocab': 2, 'logic': 3}",12.5,0.74,0.95,Hard (Challenge)
S0532,Student_0532,0.99,11.8,"[73, 93, 93, 84, 63]","{'reading': 3, 'vocab': 1, 'logic': 1}",5.2,0.93,0.91,Hard (Challenge)
S0533,Student_0533,0.99,13.0,"[61, 94, 78, 65, 78]","{'reading': 2, 'vocab': 4, 'logic': 3}",5.1,0.93,0.94,Hard (Challenge)
S0534,Student_0534,0.73,16.5,"[67, 73, 69, 62, 97]","{'reading': 4, 'vocab': 1, 'logic': 2}",10.4,0.79,0.6,Medium (Standard)
S0535,Student_0535,0.85,13.0,"[87, 85, 69, 63, 61]","{'reading': 2, 'vocab': 1, 'logic': 2}",18.9,0.74,0.64,Medium (Standard)
S0536,Student_0536,0.96,8.2,"[87, 76, 87, 78, 96]","{'reading': 3, 'vocab': 4, 'logic': 4}",8.4,0.75,0.64,Medium (Standard)
S0537,Student_0537,0.9,9.9,"[70, 74, 76, 87, 78]","{'reading': 3, 'vocab': 4, 'logic': 1}",14.5,0.92,0.69,Hard (Challenge)
S0538,Student_0538,0.55,18.4,"[92, 99, 92, 71, 61]","{'reading': 2, 'vocab': 3, 'logic': 1}",8.3,0.73,0.7,Medium (Standard)
S0539,Student_0539,0.67,15.4,"[81, 76, 85, 62, 66]","{'reading': 3, 'vocab': 3, 'logic': 3}",9.8,0.68,0.77,Medium (Standard)
S0540,Student_0540,0.48,20.0,"[94, 76, 87, 69, 81]","{'reading': 0, 'vocab': 0, 'logic': 3}",17.7,0.63,0.58,Easy (Review)
S0541,Student_0541,0.96,10.9,"[96, 72, 86, 74, 81]","{'reading': 2, 'vocab': 4, 'logic': 1}",15.9,0.79,0.85,Hard (Challenge)
S0542,Student_0542,0.76,15.9,"[93, 94, 78, 67, 98]","{'reading': 0, 'vocab': 3, 'logic': 4}",6.4,0.79,0.58,Medium (Standard)
S0543,Student_0543,0.53,19.3,"[87, 96, 84, 95, 76]","{'reading': 4, 'vocab': 1, 'logic': 3}",11.4,0.94,0.66,Medium (Standard)
S0544,Student_0544,0.8,15.0,"[92, 89, 71, 71, 83]","{'reading': 1, 'vocab': 3, 'logic': 2}",5.4,0.69,0.75,Medium (Standard)
S0545,Student_0545,0.76,14.9,"[72, 86, 67, 69, 67]","{'reading': 3, 'vocab': 0, 'logic': 3}",12.2,0.75,0.9,Medium (Standard)
S0546,Student_0546,0.61,13.8,"[61, 67, 72, 80, 87]","{'reading': 2, 'vocab': 1, 'logic': 4}",14.9,0.92,0.87,Medium (Standard)
S0547,Student_0547,0.47,18.7,"[71, 95, 62, 64, 62]","{'reading': 0, 'vocab': 2, 'logic': 1}",6.8,0.93,0.82,Medium (Standard)
S0548,Student_0548,0.8,13.7,"[96, 76, 73, 87, 86]","{'reading': 1, 'vocab': 2, 'logic': 3}",9.3,0.75,0.58,Medium (Standard)
S0549,Student_0549,0.71,13.4,"[97, 84, 81, 98, 89]","{'reading': 4, 'vocab': 3, 'logic': 0}",11.0,0.78,0.77,Medium (Standard)
S0550,Student_0550,0.86,14.0,"[85, 81, 80, 60, 96]","{'reading': 4, 'vocab': 4, 'logic': 0}",18.8,0.72,0.54,Medium (Standard)
S0551,Student_0551,0.71,18.9,"[76, 80, 90, 98, 81]","{'reading': 3, 'vocab': 4, 'logic': 1}",19.9,0.97,0.69,Medium (Standard)
S0552,Student_0552,0.9,14.4,"[64, 68, 99, 73, 89]","{'reading': 3, 'vocab': 3, 'logic': 1}",5.7,0.65,0.71,Medium (Standard)
S0553,Student_0553,0.73,15.0,"[88, 78, 67, 82, 94]","{'reading': 4, 'vocab': 2, 'logic': 1}",16.4,0.97,0.52,Medium (Standard)
S0554,Student_0554,0.73,18.4,"[64, 75, 76, 91, 97]","{'reading': 1, 'vocab': 3, 'logic': 3}",10.6,0.87,0.64,Medium (Standard)
S0555,Student_0555,0.92,11.9,"[61, 79, 77, 60, 88]","{'reading': 4, 'vocab': 2, 'logic': 3}",10.9,0.81,0.98,Hard (Challenge)
S0556,Student_0556,0.64,16.5,"[99, 65, 98, 67, 83]","{'reading': 3, 'vocab': 4, 'logic': 0}",16.3,0.61,0.98,Medium (Standard)
S0557,Student_0557,0.48,19.2,"[99, 93, 75, 66, 75]","{'reading': 2, 'vocab': 3, 'logic': 0}",18.8,0.79,0.68,Medium (Standard)
S0558,Student_0558,0.42,21.0,"[92, 79, 95, 66, 91]","{'reading': 2, 'vocab': 4, 'logic': 1}",19.3,0.76,0.52,Easy (Review)
S0559,Student_0559,0.85,12.2,"[75, 70, 91, 65, 83]","{'reading': 0, 'vocab': 4, 'logic': 2}",13.7,0.66,0.59,Medium (Standard)
S0560,Student_0560,0.77,14.9,"[71, 86, 97, 77, 98]","{'reading': 4, 'vocab': 4, 'logic': 4}",10.4,0.86,0.7,Medium (Standard)
S0561,Student_0561,0.82,13.9,"[72, 93, 95, 89, 84]","{'reading': 1, 'vocab': 3, 'logic': 1}",16.8,0.99,0.97,Hard (Challenge)
S0562,Student_0562,0.53,19.4,"[64, 78, 77, 91, 80]","{'reading': 1, 'vocab': 4, 'logic': 0}",8.8,0.82,0.57,Medium (Standard)
S0563,Student_0563,0.48,21.3,"[81, 72, 76, 68, 83]","{'reading': 3, 'vocab': 4, 'logic': 2}",13.5,0.89,0.88,Medium (Standard)
S0564,Student_0564,0.41,24.2,"[87, 89, 66, 85, 99]","{'reading': 3, 'vocab': 2, 'logic': 4}",10.4,0.63,0.55,Easy (Review)
S0565,Student_0565,0.61,19.7,"[67, 62, 87, 88, 82]","{'reading': 1, 'vocab': 2, 'logic': 4}",14.8,0.77,0.99,Medium (Standard)
S0566,Student_0566,0.75,12.0,"[71, 64, 98, 70, 70]","{'reading': 2, 'vocab': 1, 'logic': 4}",8.6,0.65,0.69,Medium (Standard)
S0567,Student_0567,0.63,12.3,"[73, 84, 92, 92, 74]","{'reading': 3, 'vocab': 1, 'logic': 3}",7.9,0.85,0.89,Medium (Standard)
S0568,Student_0568,0.66,18.7,"[84, 74, 63, 63, 89]","{'reading': 1, 'vocab': 2, 'logic': 3}",18.8,0.98,0.67,Medium (Standard)
S0569,Student_0569,0.93,8.7,"[98, 68, 67, 73, 92]","{'reading': 4, 'vocab': 3, 'logic': 0}",6.5,0.86,0.81,Hard (Challenge)
S0570,Student_0570,0.61,17.4,"[61, 72, 63, 79, 73]","{'reading': 4, 'vocab': 3, 'logic': 0}",12.6,0.63,0.6,Medium (Standard)
S0571,Student_0571,0.7,13.7,"[97, 85, 61, 99, 73]","{'reading': 1, 'vocab': 0, 'logic': 0}",8.3,0.74,0.57,Medium (Standard)
S0572,Student_0572,0.86,9.2,"[91, 71, 72, 78, 84]","{'reading': 2, 'vocab': 4, 'logic': 0}",5.6,0.82,0.97,Hard (Challenge)
S0573,Student_0573,0.63,18.5,"[75, 97, 82, 73, 65]","{'reading': 0, 'vocab': 3, 'logic': 2}",5.5,0.76,0.96,Medium (Standard)
S0574,Student_0574,0.77,16.1,"[71, 72, 95, 98, 93]","{'reading': 1, 'vocab': 3, 'logic': 4}",7.6,0.93,0.94,Hard (Challenge)
S0575,Student_0575,0.91,10.6,"[67, 99, 92, 93, 74]","{'reading': 3, 'vocab': 3, 'logic': 0}",18.0,0.93,0.81,Hard (Challenge)
S0576,Student_0576,0.96,5.6,"[94, 81, 82, 99, 81]","{'reading': 4, 'vocab': 4, 'logic': 3}",9.2,0.84,0.9,Hard (Challenge)
S0577,Student_0577,0.49,19.1,"[79, 92, 75, 88, 82]","{'reading': 1, 'vocab': 4, 'logic': 4}",19.3,0.75,0.53,Easy (Review)
S0578,Student_0578,0.95,11.8,"[63, 93, 81, 64, 82]","{'reading': 3, 'vocab': 2, 'logic': 0}",13.7,0.7,0.67,Medium (Standard)
S0579,Student_0579,0.69,13.2,"[84, 84, 80, 68, 97]","{'reading': 2, 'vocab': 0, 'logic': 3}",11.5,0.64,0.66,Medium (Standard)
S0580,Student_0580,0.55,19.4,"[88, 74, 60, 89, 88]","{'reading': 3, 'vocab': 0, 'logic': 0}",13.7,0.74,0.82,Medium (Standard)
S0581,Student_0581,0.67,16.6,"[95, 81, 72, 66, 67]","{'reading': 3, 'vocab': 4, 'logic': 2}",12.8,0.77,0.68,Medium (Standard)
S0582,Student_0582,0.98,11.6,"[68, 84, 75, 69, 70]","{'reading': 3, 'vocab': 3, 'logic': 2}",16.4,0.87,0.57,Medium (Standard)
S0583,Student_0583,0.69,16.4,"[91, 76, 94, 60, 88]","{'reading': 2, 'vocab': 4, 'logic': 3}",9.2,0.86,0.8,Medium (Standard)
S0584,Student_0584,0.59,16.3,"[82, 87, 75, 71, 80]","{'reading': 4, 'vocab': 0, 'logic': 4}",10.3,0.63,0.91,Medium (Standard)
S0585,Student_0585,0.77,17.0,"[91, 96, 74, 71, 74]","{'reading': 1, 'vocab': 0, 'logic': 0}",18.4,0.76,0.69,Medium (Standard)
S0586,Student_0586,0.54,18.9,"[79, 68, 64, 82, 92]","{'reading': 0, 'vocab': 0, 'logic': 2}",19.2,0.67,0.57,Easy (Review)
S0587,Student_0587,0.44,21.1,"[92, 60, 72, 86, 65]","{'reading': 2, 'vocab': 0, 'logic': 2}",18.4,0.66,0.6,Easy (Review)
S0588,Student_0588,0.48,18.5,"[82, 69, 78, 87, 82]","{'reading': 3, 'vocab': 3, 'logic': 2}",11.3,0.93,0.62,Medium (Standard)
S0589,Student_0589,0.48,19.5,"[86, 93, 63, 97, 66]","{'reading': 4, 'vocab': 1, 'logic': 3}",16.7,0.62,0.65,Easy (Review)
S0590,Student_0590,0.49,18.4,"[85, 85, 78, 68, 79]","{'reading': 1, 'vocab': 4, 'logic': 1}",12.1,0.77,0.82,Medium (Standard)
S0591,Student_0591,0.48,20.1,"[75, 76, 81, 72, 71]","{'reading': 1, 'vocab': 0, 'logic': 4}",12.5,0.67,0.8,Medium (Standard)
S0592,Student_0592,0.78,17.8,"[81, 77, 61, 68, 62]","{'reading': 1, 'vocab': 4, 'logic': 3}",8.1,0.95,0.85,Hard (Challenge)
S0593,Student_0593,0.51,17.1,"[95, 85, 93, 67, 69]","{'reading': 2, 'vocab': 1, 'logic': 0}",13.9,0.82,0.68,Medium (Standard)
S0594,Student_0594,0.6,14.8,"[77, 91, 97, 82, 82]","{'reading': 2, 'vocab': 4, 'logic': 3}",7.8,0.69,0.91,Medium (Standard)
S0595,Student_0595,0.93,14.3,"[75, 75, 99, 98, 65]","{'reading': 1, 'vocab': 4, 'logic': 3}",10.0,0.8,0.6,Medium (Standard)
S0596,Student_0596,0.68,16.0,"[68, 93, 76, 86, 88]","{'reading': 4, 'vocab': 2, 'logic': 2}",17.8,0.89,0.73,Medium (Standard)
S0597,Student_0597,0.79,12.9,"[83, 66, 93, 71, 82]","{'reading': 0, 'vocab': 0, 'logic': 4}",8.1,0.98,0.9,Hard (Challenge)
S0598,Student_0598,0.5,22.1,"[82, 97, 91, 94, 60]","{'reading': 1, 'vocab': 4, 'logic': 4}",6.1,0.69,0.59,Easy (Review)
S0599,Student_0599,0.51,18.6,"[72, 64, 91, 80, 83]","{'reading': 3, 'vocab': 1, 'logic': 4}",6.0,0.95,0.55,Medium (Standard)
S0600,Student_0600,0.42,25.3,"[69, 83, 99, 80, 84]","{'reading': 3, 'vocab': 3, 'logic': 0}",19.1,0.97,0.94,Medium (Standard)
S0601,Student_0601,0.5,21.4,"[82, 81, 63, 93, 65]","{'reading': 3, 'vocab': 2, 'logic': 1}",12.6,0.97,0.67,Medium (Standard)
S0602,Student_0602,0.56,17.8,"[82, 65, 75, 61, 83]","{'reading': 0, 'vocab': 4, 'logic': 0}",11.1,0.85,0.84,Medium (Standard)
S0603,Student_0603,0.5,24.3,"[65, 64, 88, 71, 98]","{'reading': 2, 'vocab': 0, 'logic': 2}",17.2,0.85,0.51,Medium (Standard)
S0604,Student_0604,0.45,19.8,"[83, 78, 67, 61, 89]","{'reading': 0, 'vocab': 4, 'logic': 0}",17.5,0.76,0.85,Medium (Standard)
S0605,Student_0605,0.47,22.1,"[97, 72, 70, 69, 85]","{'reading': 3, 'vocab': 0, 'logic': 0}",10.0,0.9,0.66,Medium (Standard)
S0606,Student_0606,0.67,17.2,"[63, 64, 82, 69, 87]","{'reading': 0, 'vocab': 2, 'logic': 1}",15.4,0.81,0.53,Medium (Standard)
S0607,Student_0607,0.52,22.2,"[88, 86, 77, 99, 69]","{'reading': 1, 'vocab': 1, 'logic': 4}",16.6,0.87,0.8,Medium (Standard)
S0608,Student_0608,0.61,20.9,"[69, 80, 83, 97, 62]","{'reading': 0, 'vocab': 4, 'logic': 4}",14.8,0.77,0.62,Medium (Standard)
S0609,Student_0609,0.7,16.1,"[61, 61, 98, 93, 79]","{'reading': 0, 'vocab': 3, 'logic': 4}",7.3,0.89,0.69,Medium (Standard)
S0610,Student_0610,0.81,12.3,"[70, 64, 84, 96, 93]","{'reading': 0, 'vocab': 1, 'logic': 2}",18.1,0.93,0.54,Medium (Standard)
S0611,Student_0611,0.42,22.5,"[73, 99, 76, 94, 88]","{'reading': 1, 'vocab': 0, 'logic': 2}",13.1,0.66,0.57,Easy (Review)
S0612,Student_0612,0.87,11.2,"[67, 60, 95, 66, 64]","{'reading': 3, 'vocab': 2, 'logic': 0}",9.2,0.93,0.65,Medium (Standard)
S0613,Student_0613,0.77,18.6,"[96, 79, 62, 96, 85]","{'reading': 2, 'vocab': 4, 'logic': 2}",11.4,0.82,0.54,Medium (Standard)
S0614,Student_0614,0.45,21.3,"[60, 68, 90, 85, 76]","{'reading': 1, 'vocab': 0, 'logic': 2}",5.6,0.94,0.96,Medium (Standard)
S0615,Student_0615,0.92,10.9,"[72, 64, 72, 60, 84]","{'reading': 3, 'vocab': 3, 'logic': 3}",6.9,0.77,0.5,Medium (Standard)
S0616,Student_0616,0.94,11.6,"[69, 87, 65, 86, 71]","{'reading': 3, 'vocab': 2, 'logic': 0}",16.5,0.75,0.74,Medium (Standard)
S0617,Student_0617,0.44,18.5,"[69, 90, 74, 66, 95]","{'reading': 2, 'vocab': 0, 'logic': 4}",5.0,0.97,0.56,Medium (Standard)
S0618,Student_0618,0.56,16.9,"[62, 81, 78, 94, 71]","{'reading': 4, 'vocab': 1, 'logic': 0}",11.2,0.7,0.65,Medium (Standard)
S0619,Student_0619,0.88,14.8,"[92, 72, 94, 91, 70]","{'reading': 2, 'vocab': 2, 'logic': 4}",12.8,0.94,0.96,Hard (Challenge)
S0620,Student_0620,0.84,11.9,"[94, 63, 92, 72, 95]","{'reading': 2, 'vocab': 2, 'logic': 2}",5.8,0.79,0.58,Medium (Standard)
S0621,Student_0621,0.51,17.7,"[71, 70, 65, 71, 86]","{'reading': 0, 'vocab': 0, 'logic': 1}",19.6,0.81,0.98,Medium (Standard)
S0622,Student_0622,0.52,20.7,"[62, 62, 79, 87, 82]","{'reading': 2, 'vocab': 1, 'logic': 2}",8.4,0.72,0.6,Medium (Standard)
S0623,Student_0623,0.62,20.0,"[99, 65, 79, 70, 91]","{'reading': 3, 'vocab': 2, 'logic': 4}",9.6,0.83,0.87,Medium (Standard)
S0624,Student_0624,0.69,17.6,"[72, 81, 94, 81, 87]","{'reading': 4, 'vocab': 1, 'logic': 3}",9.6,0.73,0.77,Medium (Standard)
S0625,Student_0625,0.76,16.8,"[96, 80, 73, 84, 86]","{'reading': 3, 'vocab': 3, 'logic': 3}",8.5,0.62,0.94,Medium (Standard)
S0626,Student_0626,0.62,16.1,"[88, 89, 85, 79, 97]","{'reading': 2, 'vocab': 2, 'logic': 0}",5.0,0.71,0.78,Medium (Standard)
S0627,Student_0627,0.67,13.8,"[99, 97, 82, 88, 74]","{'reading': 2, 'vocab': 2, 'logic': 1}",15.9,0.6,0.77,Medium (Standard)
S0628,Student_0628,0.84,16.2,"[74, 75, 76, 78, 70]","{'reading': 4, 'vocab': 4, 'logic': 1}",19.5,0.99,0.6,Medium (Standard)
S0629,Student_0629,0.42,21.0,"[73, 85, 67, 64, 66]","{'reading': 4, 'vocab': 0, 'logic': 3}",8.4,0.99,0.58,Medium (Standard)
S0630,Student_0630,0.55,18.5,"[95, 76, 95, 65, 75]","{'reading': 4, 'vocab': 3, 'logic': 4}",14.9,0.76,0.96,Medium (Standard)
S0631,Student_0631,0.82,16.3,"[69, 95, 88, 73, 63]","{'reading': 3, 'vocab': 1, 'logic': 3}",16.1,0.89,0.66,Medium (Standard)
S0632,Student_0632,0.93,12.5,"[72, 77, 92, 80, 75]","{'reading': 0, 'vocab': 4, 'logic': 4}",17.7,0.74,0.69,Medium (Standard)
S0633,Student_0633,0.7,16.9,"[65, 97, 62, 71, 95]","{'reading': 0, 'vocab': 3, 'logic': 0}",11.3,0.87,0.88,Medium (Standard)
S0634,Student_0634,0.71,20.1,"[90, 80, 86, 86, 67]","{'reading': 4, 'vocab': 1, 'logic': 1}",9.5,0.92,0.67,Medium (Standard)
S0635,Student_0635,0.46,19.5,"[71, 81, 76, 66, 63]","{'reading': 4, 'vocab': 2, 'logic': 0}",9.9,0.98,0.98,Medium (Standard)
S0636,Student_0636,0.66,18.7,"[84, 83, 76, 67, 86]","{'reading': 3, 'vocab': 1, 'logic': 2}",15.7,0.76,0.87,Medium (Standard)
S0637,Student_0637,0.71,15.9,"[81, 75, 61, 64, 77]","{'reading': 2, 'vocab': 2, 'logic': 0}",17.3,0.91,0.8,Medium (Standard)
S0638,Student_0638,0.54,19.7,"[75, 65, 66, 73, 97]","{'reading': 0, 'vocab': 2, 'logic': 2}",7.7,0.71,0.94,Medium (Standard)
S0639,Student_0639,0.56,21.9,"[88, 96, 64, 88, 91]","{'reading': 3, 'vocab': 4, 'logic': 1}",10.6,1.0,0.52,Medium (Standard)
S0640,Student_0640,0.62,18.6,"[65, 63, 88, 84, 68]","{'reading': 2, 'vocab': 1, 'logic': 2}",18.5,0.61,0.63,Medium (Standard)
S0641,Student_0641,0.41,22.9,"[86, 95, 91, 60, 75]","{'reading': 2, 'vocab': 2, 'logic': 1}",17.1,0.84,0.73,Medium (Standard)
S0642,Student_0642,0.59,20.3,"[99, 60, 85, 87, 68]","{'reading': 3, 'vocab': 2, 'logic': 3}",19.8,0.86,0.61,Medium (Standard)
S0643,Student_0643,0.52,18.9,"[81, 67, 86, 98, 78]","{'reading': 0, 'vocab': 4, 'logic': 3}",16.3,0.88,0.87,Medium (Standard)
S0644,Student_0644,0.59,16.5,"[78, 61, 73, 91, 91]","{'reading': 3, 'vocab': 1, 'logic': 4}",10.9,0.65,0.96,Medium (Standard)
S0645,Student_0645,0.47,18.5,"[71, 67, 74, 85, 71]","{'reading': 2, 'vocab': 2, 'logic': 2}",13.9,0.98,0.71,Medium (Standard)
S0646,Student_0646,0.93,7.5,"[77, 95, 86, 68, 98]","{'reading': 0, 'vocab': 1, 'logic': 3}",14.9,0.67,0.67,Medium (Standard)
S0647,Student_0647,0.75,19.1,"[66, 67, 75, 62, 69]","{'reading': 1, 'vocab': 4, 'logic': 4}",6.2,0.85,0.98,Hard (Challenge)
S0648,Student_0648,0.8,11.8,"[96, 90, 82, 86, 81]","{'reading': 0, 'vocab': 2, 'logic': 0}",13.2,0.69,0.72,Medium (Standard)
S0649,Student_0649,0.87,12.2,"[63, 83, 82, 78, 62]","{'reading': 2, 'vocab': 2, 'logic': 3}",15.6,0.72,0.74,Medium (Standard)
S0650,Student_0650,0.69,15.6,"[76, 90, 69, 81, 89]","{'reading': 0, 'vocab': 4, 'logic': 3}",7.5,0.82,0.68,Medium (Standard)
S0651,Student_0651,0.45,21.6,"[82, 97, 71, 84, 79]","{'reading': 0, 'vocab': 0, 'logic': 1}",16.7,0.77,0.95,Medium (Standard)
S0652,Student_0652,0.72,17.2,"[66, 88, 88, 72, 62]","{'reading': 1, 'vocab': 4, 'logic': 4}",13.8,0.66,0.78,Medium (Standard)
S0653,Student_0653,0.75,16.7,"[66, 93, 91, 72, 89]","{'reading': 0, 'vocab': 4, 'logic': 3}",19.3,0.67,0.88,Medium (Standard)
S0654,Student_0654,0.84,12.0,"[80, 87, 79, 93, 64]","{'reading': 1, 'vocab': 3, 'logic': 2}",5.6,0.77,0.91,Hard (Challenge)
S0655,Student_0655,0.65,16.7,"[70, 76, 81, 96, 79]","{'reading': 3, 'vocab': 1, 'logic': 3}",9.0,0.9,0.67,Medium (Standard)
S0656,Student_0656,0.48,21.0,"[72, 91, 85, 73, 95]","{'reading': 2, 'vocab': 3, 'logic': 4}",14.0,0.96,0.72,Medium (Standard)
S0657,Student_0657,0.57,18.1,"[69, 84, 90, 80, 86]","{'reading': 0, 'vocab': 0, 'logic': 1}",9.4,0.63,0.92,Medium (Standard)
S0658,Student_0658,0.61,21.0,"[85, 80, 95, 60, 63]","{'reading': 3, 'vocab': 1, 'logic': 3}",15.7,0.76,0.68,Medium (Standard)
S0659,Student_0659,0.78,15.4,"[68, 89, 63, 64, 82]","{'reading': 4, 'vocab': 0, 'logic': 3}",16.4,0.64,0.9,Medium (Standard)
S0660,Student_0660,0.74,16.7,"[97, 75, 64, 75, 66]","{'reading': 2, 'vocab': 0, 'logic': 0}",6.5,0.61,0.97,Medium (Standard)
S0661,Student_0661,0.61,19.1,"[77, 62, 83, 87, 69]","{'reading': 0, 'vocab': 4, 'logic': 2}",12.7,0.86,0.81,Medium (Standard)
S0662,Student_0662,0.98,12.7,"[82, 76, 66, 75, 99]","{'reading': 3, 'vocab': 3, 'logic': 4}",12.6,0.84,0.87,Hard (Challenge)
S0663,Student_0663,0.76,15.2,"[65, 87, 64, 98, 97]","{'reading': 1, 'vocab': 2, 'logic': 4}",10.5,0.67,0.9,Medium (Standard)
S0664,Student_0664,0.54,16.6,"[99, 96, 77, 71, 76]","{'reading': 4, 'vocab': 1, 'logic': 0}",19.0,0.69,0.92,Medium (Standard)
S0665,Student_0665,0.46,21.6,"[97, 62, 96, 90, 72]","{'reading': 1, 'vocab': 0, 'logic': 0}",17.4,0.61,0.7,Easy (Review)
S0666,Student_0666,0.49,18.9,"[70, 79, 69, 88, 93]","{'reading': 0, 'vocab': 3, 'logic': 1}",15.5,0.93,0.53,Medium (Standard)
S0667,Student_0667,0.55,17.9,"[72, 98, 86, 85, 87]","{'reading': 4, 'vocab': 3, 'logic': 3}",15.7,0.99,0.7,Medium (Standard)
S0668,Student_0668,0.49,21.4,"[87, 61, 96, 93, 82]","{'reading': 1, 'vocab': 3, 'logic': 4}",11.9,0.65,0.84,Medium (Standard)
S0669,Student_0669,0.51,22.3,"[88, 94, 70, 92, 70]","{'reading': 0, 'vocab': 0, 'logic': 2}",18.8,0.69,0.73,Medium (Standard)
S0670,Student_0670,0.57,18.6,"[88, 78, 95, 91, 66]","{'reading': 3, 'vocab': 3, 'logic': 1}",15.4,0.95,0.87,Medium (Standard)
S0671,Student_0671,0.5,20.6,"[64, 82, 81, 85, 71]","{'reading': 2, 'vocab': 0, 'logic': 2}",15.9,0.97,0.68,Medium (Standard)
S0672,Student_0672,0.93,14.8,"[86, 77, 89, 61, 64]","{'reading': 4, 'vocab': 0, 'logic': 1}",17.9,0.77,0.82,Hard (Challenge)
S0673,Student_0673,0.45,21.5,"[79, 89, 64, 80, 74]","{'reading': 3, 'vocab': 0, 'logic': 3}",9.1,0.62,0.59,Easy (Review)
S0674,Student_0674,0.71,21.0,"[80, 89, 86, 85, 92]","{'reading': 1, 'vocab': 1, 'logic': 3}",17.1,0.62,0.87,Medium (Standard)
S0675,Student_0675,0.64,18.3,"[99, 60, 74, 60, 70]","{'reading': 1, 'vocab': 0, 'logic': 3}",7.9,0.83,0.77,Medium (Standard)
S0676,Student_0676,0.98,6.9,"[75, 81, 77, 76, 89]","{'reading': 1, 'vocab': 2, 'logic': 1}",10.2,0.76,0.6,Medium (Standard)
